latitude,longitude,objectid,id,nome,geoaprox,periodinun,st_area(shape),st_perimeter(shape),
0,0,168,168, ,0, ,0.000010828505564785106,0.030876939134570815,
0,0,169,169, ,0, ,7.752389285205201e-7,0.014205379124138353,
0,0,170,170, ,0, ,0.000014691401822771204,0.023884829125047368,
0,0,171,171, ,0, ,6.954005574509332e-7,0.005372718696931846,
0,0,172,172, ,0, ,8.686665833120834e-7,0.010832352101706626,
0,0,173,173, ,0, ,0.00001455616059300901,0.034182847273663663,
0,0,175,175, ,0, ,0.0000018125592644359465,0.01811676156683572,
0,0,176,176, ,0, ,0.000009511874896400135,0.025242259547409433,
0,0,177,177, ,0, ,0.0000018681842674894522,0.009023461200307437,
0,0,178,178, ,0, ,0.000003883596070592861,0.008363426654206536,
0,0,179,179, ,0, ,3.522196680814398e-7,0.0033784998502850985,
0,0,180,180, ,0, ,0.0000036252944864337435,0.008386282958350788,
0,0,181,181, ,0, ,3.070581193497181e-7,0.0028702809665770977,
0,0,182,182, ,0, ,0.000008309594263307918,0.012843109532313953,
0,0,183,183, ,0, ,0.000003837247764557951,0.008329111792442485,
0,0,184,184, ,0, ,5.361320574365202e-7,0.005859739645594288,
0,0,185,185, ,0, ,0.0000010273860847939977,0.00815491362366397,
0,0,186,186, ,0, ,0.0000011060565272072597,0.004474596959049534,
0,0,187,187, ,0, ,2.437264103555701e-7,0.002532493778717809,
0,0,201,201, ,0, ,0.0000025988575721892056,0.023381859832992638,
0,0,188,188, ,0, ,0.000019046042852591986,0.041219517930950376,
0,0,189,189, ,0, ,9.831458918781998e-7,0.004752251751967506,
0,0,190,190, ,0, ,1.9292286164958384e-7,0.002426129019605479,
0,0,191,191, ,0, ,8.298467177538916e-8,0.001533997108233692,
0,0,192,192, ,0, ,0.000015690808526156556,0.05431653905513859,
0,0,193,193, ,0, ,0.00001272475724504678,0.02312930624463654,
0,0,194,194, ,0, ,0.000005535265691731387,0.02049131621103497,
0,0,195,195, ,0, ,3.566534039499466e-8,0.0013422588829978786,
0,0,196,196, ,0, ,0.00002072866860023113,0.042327476563095275,
0,0,197,197, ,0, ,0.00010257115743938926,0.3107589563759952,
0,0,198,198, ,0, ,0.000001946920523379829,0.008738448577052707,
0,0,199,199, ,0, ,0.000090154537487039,0.1937668567092346,
0,0,200,200, ,0, ,0.0000020345091333265843,0.017544331557753534,
0,0,202,202, ,0, ,0.00000357376667141247,0.008003263939986701,
0,0,203,203, ,0, ,0.000004668149665287567,0.010421957741967584,
0,0,440,440, ,0, ,3.013195959993953e-8,0.0009838127593463333,
0,0,441,441, ,0, ,3.7620558707045296e-8,0.0011762391546427456,
0,0,204,204, ,0, ,0.0000031456318272898872,0.007250173502884778,
0,0,205,205, ,0, ,6.309205204398094e-7,0.004379544212280797,
0,0,206,206, ,0, ,0.0000011093057405202504,0.009410363633624751,
0,0,207,207, ,0, ,0.0000016825292734261198,0.008033576012056667,
0,0,208,208, ,0, ,0.00000198236317781077,0.009126529743074312,
0,0,209,209, ,0, ,0.000009569792375195523,0.013879580794662108,
0,0,210,210, ,0, ,0.0000026268493222741104,0.024168321819368642,
0,0,211,211, ,0, ,0.00005559086850054953,0.11190468006041726,
0,0,212,212, ,0, ,0.000023384254094144944,0.026825204403404076,
0,0,213,213, ,0, ,0.0000015721656018450475,0.0069498492303555655,
0,0,214,214, ,0, ,1.3434588222960535e-7,0.0018124763738399541,
0,0,215,215, ,0, ,0.000005624312297087111,0.012808262451814849,
0,0,216,216, ,0, ,0.000016586091735348037,0.020561647196867473,
0,0,217,217, ,0, ,0.0000022976948983148624,0.006805155626045441,
0,0,218,218, ,0, ,0.00004117765748098208,0.034035728039571715,
0,0,219,219, ,0, ,0.000004510769141870646,0.021605263396067147,
0,0,220,220, ,0, ,2.507540534939314e-7,0.001959322688603145,
0,0,221,221, ,0, ,2.8883028511029253e-7,0.0025716531549875967,
0,0,222,222, ,0, ,0.00001432455639443916,0.03513733131550548,
0,0,223,223, ,0, ,0.000012169331084806232,0.023848513684469535,
0,0,224,224, ,0, ,0.000005540982887837614,0.018946071807362325,
0,0,225,225, ,0, ,5.597025175051143e-7,0.011405211101233716,
0,0,2880,2880, ,0, ,3.961975977316979e-8,0.0016463252204481512,
0,0,226,226, ,0, ,8.007552130330633e-7,0.010539018039826523,
0,0,227,227, ,0, ,0.0000013843771571647111,0.017972683863150415,
0,0,228,228, ,0, ,4.096622677589396e-7,0.004073001124407415,
0,0,229,229, ,0, ,0.0000019675019064785475,0.010746606942781014,
0,0,230,230, ,0, ,0.000013849571249051653,0.030126402708564034,
0,0,231,231, ,0, ,0.000007450096803122006,0.012253106164038088,
0,0,232,232, ,0, ,0.0000017816139867410212,0.02072038624096062,
0,0,233,233, ,0, ,0.000007990344661524491,0.04386522900722522,
0,0,234,234, ,0, ,0.000012075218120536475,0.01427645194206366,
0,0,235,235, ,0, ,0.000048188606246099336,0.028833187998412488,
0,0,555,555, ,0, ,0.000004744382930214134,0.011780812836741521,
0,0,556,556, ,0, ,0.00003413769219693914,0.04565689907114296,
0,0,236,236, ,0, ,0.000005425950161767421,0.015709949322959205,
0,0,237,237, ,0, ,2.1712179281689474e-7,0.0024792900898306476,
0,0,238,238, ,0, ,0.000015117522599786926,0.021499305756205803,
0,0,239,239, ,0, ,0.000013139209215453709,0.023842441416330528,
0,0,240,240, ,0, ,0.000004210929468871693,0.014681166107278355,
0,0,241,241, ,0, ,1.2893276205538086e-7,0.002518527917646013,
0,0,242,242, ,0, ,0.00001601108813761338,0.02197597681383518,
0,0,243,243, ,0, ,0.0000018813632454675684,0.005784545645746268,
0,0,244,244, ,0, ,0.000012711395726047875,0.026645883902030813,
0,0,245,245, ,0, ,2.917440579491483e-7,0.002521797984013628,
0,0,246,246, ,0, ,9.120971210138792e-7,0.013603225731184648,
0,0,557,557, ,0, ,5.1710158578070216e-8,0.0009067182677848594,
0,0,247,247, ,0, ,0.000004898095566526447,0.022141526309348108,
0,0,248,248, ,0, ,0.0000020762715992585576,0.008449959728194876,
0,0,249,249, ,0, ,0.0000025369548437338755,0.020028278155404172,
0,0,250,250, ,0, ,0.00004186841860904215,0.032860282018550034,
0,0,251,251, ,0, ,2.619835480697218e-8,0.0006979191355956515,
0,0,252,252, ,0, ,0.000009000822917663888,0.043391409868014943,
0,0,253,253, ,0, ,6.019148053612435e-7,0.0033280988585151737,
0,0,254,254, ,0, ,9.417385060910043e-7,0.008348887126646302,
0,0,255,255, ,0, ,2.891315712633475e-7,0.0025477270510981262,
0,0,1946,1946, ,0, ,2.985208121987172e-7,0.0025885255935949618,
0,0,256,256, ,0, ,0.0000037598893802724314,0.01167937757457714,
0,0,257,257, ,0, ,0.0000012091698564971053,0.005425583114821817,
0,0,258,258, ,0, ,1.833979846173233e-7,0.0017820947678403264,
0,0,259,259, ,0, ,8.219591720842618e-7,0.01819021912928332,
0,0,260,260, ,0, ,0.000012592821872328534,0.04424990838093369,
0,0,261,261, ,0, ,5.414280027839071e-7,0.0033615014908980455,
0,0,262,262, ,0, ,9.829831127365927e-7,0.007380816194774354,
0,0,270,270, ,0, ,0.00001575625393657119,0.02760349880100261,
0,0,271,271, ,0, ,0.0000022660569368451744,0.006754489043603664,
0,0,263,263, ,0, ,0.000007015770847564368,0.03009004439354132,
0,0,264,264, ,0, ,4.1381741907974396e-7,0.004206918572950122,
0,0,265,265, ,0, ,0.000012289242596393548,0.020963819216069143,
0,0,266,266, ,0, ,5.278377601744314e-7,0.0035775770176688653,
0,0,267,267, ,0, ,0.000004808049357747992,0.01206049129102068,
0,0,268,268, ,0, ,0.000005812428461315232,0.04125450427689459,
0,0,269,269, ,0, ,1.4279788446912222e-7,0.001699159090595862,
0,0,272,272, ,0, ,0.000002300680538088762,0.009940691692327782,
0,0,295,295, ,0, ,0.0000018939126216630236,0.007851656744215688,
0,0,273,273, ,0, ,0.000009660223277443815,0.018100029311540766,
0,0,274,274, ,0, ,0.000008598731627083637,0.01807407562472501,
0,0,275,275, ,0, ,3.4958851858791897e-7,0.0035702840819647028,
0,0,276,276, ,0, ,0.0000013847905439346119,0.005879338187020443,
0,0,277,277, ,0, ,0.00005008348932296329,0.03492183657486392,
0,0,278,278, ,0, ,0.000005888385591575525,0.017115656903100813,
0,0,279,279, ,0, ,0.000017366413458822426,0.0445337822199105,
0,0,280,280, ,0, ,1.6643121979197532e-7,0.0024212255175127253,
0,0,304,304, ,0, ,5.383220405079139e-7,0.003713543567251647,
0,0,281,281, ,0, ,0.000004689692722093064,0.013354764207612904,
0,0,282,282, ,0, ,2.253110457582152e-7,0.003642312480292857,
0,0,283,283, ,0, ,0.000007539634517873321,0.02084798966526803,
0,0,284,284, ,0, ,0.0000017335939761884496,0.014376415177180635,
0,0,285,285, ,0, ,5.179691739860711e-7,0.005848125145139336,
0,0,286,286, ,0, ,6.273369031456473e-7,0.0044961304816680606,
0,0,287,287, ,0, ,5.33952422296981e-7,0.0030084662893093686,
0,0,288,288, ,0, ,0.0000014356675264370635,0.004727166457875576,
0,0,289,289, ,0, ,8.667600015464295e-7,0.004310455161787888,
0,0,290,290, ,0, ,0.0000074906233065980175,0.014872127670291037,
0,0,291,291, ,0, ,2.6109369654141546e-8,0.0012691804271261764,
0,0,292,292, ,0, ,0.0000010142018382148315,0.012640876829753029,
0,0,293,293, ,0, ,1.9270652749737344e-7,0.004388139807749037,
0,0,294,294, ,0, ,4.327003910852878e-7,0.004598647409124117,
0,0,296,296, ,0, ,7.078362426868819e-7,0.007667746842969089,
0,0,297,297, ,0, ,0.000001104299181769366,0.012185275028101107,
0,0,298,298, ,0, ,0.000008387786214378299,0.02559794652277391,
0,0,299,299, ,0, ,8.513708134080666e-7,0.005859115604737844,
0,0,300,300, ,0, ,4.1855111053181467e-7,0.0041714572118885535,
0,0,301,301, ,0, ,0.000011474099521992944,0.05144380785697668,
0,0,302,302, ,0, ,0.000009343058210458865,0.026529548750057856,
0,0,303,303, ,0, ,0.0000010072208143754416,0.004827638853242062,
0,0,305,305, ,0, ,0.000027812673989198657,0.025086547413756665,
0,0,306,306, ,0, ,8.933277972347872e-7,0.0058651740263616844,
0,0,307,307, ,0, ,4.362059425080175e-7,0.003121956518937697,
0,0,308,308, ,0, ,6.874142560884214e-7,0.004140271886599614,
0,0,309,309, ,0, ,0.00002838153752001592,0.03376682105452247,
0,0,310,310, ,0, ,5.767441515518137e-7,0.004400912533195189,
0,0,311,311, ,0, ,0.000004815772162926467,0.013363239375368418,
0,0,312,312, ,0, ,0.0000037207405599376905,0.014120126596848005,
0,0,313,313, ,0, ,2.8459745889758947e-7,0.0022641558285570176,
0,0,314,314, ,0, ,3.722858709807121e-7,0.003451509049224767,
0,0,315,315, ,0, ,1.3861420741079052e-8,0.0004757707704826405,
0,0,316,316, ,0, ,0.000004361740789359943,0.02415181528464374,
0,0,317,317, ,0, ,7.898046839774177e-7,0.01170206956115074,
0,0,318,318, ,0, ,5.80032309420845e-7,0.012120164450628416,
0,0,319,319, ,0, ,2.865796781750787e-7,0.003813509173935746,
0,0,320,320, ,0, ,4.80455577047279e-7,0.003526604080463291,
0,0,321,321, ,0, ,0.000004254859745599661,0.010760213515842061,
0,0,322,322, ,0, ,0.000006725126004198398,0.02656089549908511,
0,0,323,323, ,0, ,0.0000027498997042203216,0.007889883231064933,
0,0,324,324, ,0, ,0.000003015888302833271,0.01035313530437882,
0,0,325,325, ,0, ,0.000002836847238724814,0.010484915013736317,
0,0,326,326, ,0, ,0.000002359442924740538,0.009679707868042547,
0,0,327,327, ,0, ,0.0000031215937535950123,0.012961725653735795,
0,0,328,328, ,0, ,0.000003568480470908866,0.008556390614970872,
0,0,345,345, ,0, ,0.0000025974782691759406,0.008440827414916842,
0,0,346,346, ,0, ,0.000002123031673279735,0.006669923307070374,
0,0,1061,1061, ,0, ,0.0000013223974995494031,0.004810394348139987,
0,0,329,329, ,0, ,0.000010810506450901199,0.03274292451688956,
0,0,330,330, ,0, ,3.784461682920264e-7,0.0032805116521931778,
0,0,331,331, ,0, ,1.086995438454135e-7,0.0015773393229167557,
0,0,332,332, ,0, ,3.2052072096607745e-8,0.000883246686543903,
0,0,333,333, ,0, ,3.864597537446104e-8,0.0009079126679791866,
0,0,334,334, ,0, ,1.3341828703492272e-8,0.0005292879888788684,
0,0,335,335, ,0, ,0.0000019824466323776044,0.012338894006218185,
0,0,336,336, ,0, ,0.000002661559971960446,0.010377497087187238,
0,0,337,337, ,0, ,0.00000420309560254593,0.009161755702062997,
0,0,338,338, ,0, ,1.1827786882786374e-7,0.0027408300479947025,
0,0,339,339, ,0, ,1.6736920453441187e-7,0.002782654734318314,
0,0,340,340, ,0, ,0.000009751170889324105,0.016210146690597123,
0,0,341,341, ,0, ,0.000004776419448907781,0.01401612434940409,
0,0,342,342, ,0, ,0.000014024397668756033,0.01889678482239125,
0,0,343,343, ,0, ,0.000055552537852583644,0.13389901403219973,
0,0,344,344, ,0, ,5.933521608650846e-7,0.007515925370714604,
0,0,558,558, ,0, ,0.000001233184499640681,0.004925208693901967,
0,0,347,347, ,0, ,0.000020319021108023186,0.02561289374282654,
0,0,348,348, ,0, ,0.000002065933468051762,0.011768962416373404,
0,0,349,349, ,0, ,0.000001913136747443742,0.011287993091649521,
0,0,350,350, ,0, ,0.0000025060470397294,0.00830472558227016,
0,0,351,351, ,0, ,0.000012385062146885803,0.025081338856083057,
0,0,352,352, ,0, ,0.000006766597611970174,0.0332357363140549,
0,0,353,353, ,0, ,0.00002031116657938908,0.03193491146473643,
0,0,354,354, ,0, ,0.000022430305801091383,0.021895391282716822,
0,0,559,559, ,0, ,2.714647544036136e-7,0.0023440651449974014,
0,0,355,355, ,0, ,0.00001041704982997558,0.018654086467742196,
0,0,356,356, ,0, ,0.0000024008247308937367,0.006994964288731472,
0,0,357,357, ,0, ,1.0559712328332104e-7,0.0016964086872481984,
0,0,358,358, ,0, ,2.330771642027428e-7,0.0020276047737124545,
0,0,359,359, ,0, ,1.9121917814661015e-7,0.0031286124451615754,
0,0,360,360, ,0, ,1.9898840969884568e-7,0.002374148632179082,
0,0,361,361, ,0, ,6.95070285931149e-8,0.00139589085421719,
0,0,362,362, ,0, ,2.2511509384137057e-7,0.0022059191597790986,
0,0,363,363, ,0, ,1.2015487174809417e-7,0.0016368396777714793,
0,0,364,364, ,0, ,3.1451208148857147e-7,0.0022406279589913705,
0,0,365,365, ,0, ,0.000005199046254531787,0.022944217242591398,
0,0,366,366, ,0, ,0.0000021743518477840834,0.00919616063476544,
0,0,367,367, ,0, ,7.632022891230914e-7,0.004075442062155638,
0,0,368,368, ,0, ,0.000001174026846765765,0.009428596387766226,
0,0,369,369, ,0, ,0.000020166194234073876,0.031068157479005962,
0,0,370,370, ,0, ,2.1922065396476832e-7,0.002395616975207642,
0,0,560,560, ,0, ,1.833151711159859e-7,0.002187692789459429,
0,0,371,371, ,0, ,0.000011059170925075192,0.027637761429392678,
0,0,372,372, ,0, ,0.0000010862855712958751,0.011366499461401872,
0,0,373,373, ,0, ,0.0000037573770342141415,0.016452655252010284,
0,0,374,374, ,0, ,0.0000033397860137984935,0.011606446657445146,
0,0,375,375, ,0, ,0.000009507554990183183,0.012996914524025642,
0,0,376,376, ,0, ,0.00000642182458489642,0.026062424271022473,
0,0,377,377, ,0, ,0.000005278879889161441,0.010669289380143042,
0,0,378,378, ,0, ,0.000003906136067536823,0.008585310276567438,
