latitude,longitude,FID,id,st_area(shape),st_perimeter(shape),
0,0,394,683,0.000003831701079891606,0.010682667678746854,
0,0,395,684,5.34070972460399e-8,0.0010575091754750732,
0,0,396,685,1.0650680311228159e-7,0.001541513793888579,
0,0,397,688,2.931138354670827e-7,0.002624752251717263,
0,0,398,691,1.0651539097508274e-7,0.0015415817267163045,
0,0,399,694,6.499926844493616e-7,0.003731004235156395,
0,0,400,695,1.065153700739079e-7,0.0015415805214824647,
0,0,401,697,5.341217734046844e-8,0.001057569344654472,
0,0,402,698,0.0000032512032656117973,0.008412672031821758,
0,0,403,699,0.000002428341251675077,0.007024511860562727,
0,0,404,700,1.6101809594943766e-7,0.002039139759369423,
0,0,405,705,0.000004028791087591139,0.009327408757569489,
0,0,406,706,0.0000022120959013492764,0.006245336114613987,
0,0,407,715,2.0961154594054716e-7,0.0020982524863225917,
0,0,408,717,5.340848003946009e-8,0.001057525293187922,
0,0,409,718,0.000001355132376417489,0.005163846566095197,
0,0,410,722,0.0000016411317290440373,0.005525865148980398,
0,0,411,723,5.340863544954564e-8,0.0010575267641634222,
0,0,412,724,0.000003187317823178705,0.009353471490764043,
0,0,413,725,5.794791671059244e-7,0.003197748376208746,
0,0,414,727,7.703949226715372e-7,0.0042613492024007596,
0,0,415,728,4.997824302705675e-7,0.0028810453904973866,
0,0,416,734,2.98730658550733e-7,0.0026280957241588045,
0,0,417,735,4.0185911588264745e-7,0.0028428432124212896,
0,0,418,736,5.341182162945794e-8,0.0010575642334874642,
0,0,419,739,1.830566998573432e-7,0.001985188006031881,
0,0,420,740,5.341249684621855e-8,0.0010575711703863333,
0,0,421,745,1.0530649235794624e-7,0.0016368946844838063,
0,0,422,746,0.0000011333673295327287,0.004468997953726744,
0,0,423,747,5.3408548657740036e-8,0.0010575590688003537,
0,0,424,749,5.340890211591583e-8,0.0010575296854514757,
0,0,425,750,0.000007778330120427213,0.017095190157494684,
0,0,426,753,5.341376023288908e-8,0.0010575888902104227,
0,0,427,754,0.0000011866376958283773,0.00449962905422079,
0,0,428,756,0.0000027309442687189574,0.006587331011237769,
0,0,429,759,5.341379579500358e-8,0.0010575894597428977,
0,0,430,762,0.0000014007030668789757,0.004913280379422076,
0,0,431,763,6.654866598305629e-7,0.0033784694866032883,
0,0,432,765,6.386551641976023e-7,0.0034352049562988724,
0,0,433,766,0.0000010424299112415418,0.004670556224337326,
0,0,434,769,0.0000038119190933019236,0.010734424246502451,
0,0,435,770,2.096035883696051e-7,0.002098189242747308,
0,0,436,773,0.000004339799063970676,0.008853249795149447,
0,0,437,779,8.56983708659232e-7,0.00423199571301674,
0,0,438,780,2.0958808980851398e-7,0.0020980926960218953,
0,0,439,781,2.3519022088009337e-7,0.002604591955454047,
0,0,440,786,3.7915996644944336e-7,0.0029340564518697118,
0,0,441,787,0.000071118676832268,0.043954093107174436,
0,0,442,788,1.8308288277736856e-7,0.001985149303060334,
0,0,443,790,4.6804839443099483e-7,0.0028382133307343917,
0,0,444,791,0.000001015931807277868,0.004216374651454958,
0,0,445,793,0.0000017039963752950963,0.0053605731599712155,
0,0,446,795,1.0530082498931286e-7,0.0016368159761126204,
0,0,447,796,0.0000011834186901666002,0.004593540308411307,
0,0,448,797,8.841846532934311e-7,0.004268435816376167,
0,0,449,799,0.0000012710603091738428,0.005199694978977253,
0,0,450,801,3.434235930524829e-7,0.002426490989207879,
0,0,451,805,0.000014845002023986031,0.035850215105134677,
0,0,452,806,1.807312544777649e-7,0.001991657224312473,
0,0,453,807,5.341259493305023e-8,0.0010575707348497107,
0,0,454,812,5.902915119431531e-7,0.003228751736629942,
0,0,455,814,5.341406639704654e-8,0.0010576084154386416,
0,0,456,818,2.633271515302236e-7,0.0024124240763943004,
0,0,457,819,1.0650796886250983e-7,0.0015415021149360135,
0,0,458,820,1.5635358103601453e-7,0.002227695222856381,
0,0,459,821,8.007856325202899e-7,0.003670332972816938,
0,0,460,824,0.000007611834901190856,0.020601533628765076,
0,0,461,825,0.000004107939038786641,0.01008583433905166,
0,0,462,826,0.0000011921586678121258,0.005274905842342858,
0,0,463,828,0.0000013603786781356514,0.0047144745911776205,
0,0,464,829,6.507369688180452e-7,0.00436987903714466,
0,0,465,830,5.3414397402503454e-8,0.0010575928433976226,
0,0,466,831,0.000008060657367887112,0.01716090640343024,
0,0,467,833,2.773181680218371e-7,0.002538089984503124,
0,0,468,835,0.000004321067836129427,0.015566139980833506,
0,0,469,836,0.000001553361205085143,0.005624393954977872,
0,0,470,839,5.34112728400547e-8,0.0010575558648007674,
0,0,471,840,7.274631317382311e-7,0.004021173234261496,
0,0,472,843,7.801462883650622e-8,0.0011199056852411239,
0,0,473,847,0.000003529410260250119,0.01094677284735514,
0,0,474,848,4.864249722449384e-7,0.003030740095139753,
0,0,475,849,2.096171136430858e-7,0.0020982712046590385,
0,0,476,850,0.0000013268079991567947,0.005192183108103499,
0,0,477,851,5.341468322911404e-8,0.0010575953061898531,
0,0,478,852,0.000001007388838129584,0.004359453935662547,
0,0,479,858,2.7627198755126067e-7,0.0024440423512146247,
0,0,480,859,5.341532210181473e-8,0.0010576030615818007,
0,0,481,865,2.6337151851258417e-7,0.0024129180853276213,
0,0,482,869,0.0000051993189332104355,0.012011945295531304,
0,0,483,876,0.0000013639560505162717,0.0046744697281560985,
0,0,484,877,0.0000016446915272302013,0.0055183339377008166,
0,0,485,879,5.341511439612325e-8,0.0010576215229433311,
0,0,486,882,1.0531201192485771e-7,0.0016369602527259231,
0,0,529,1010,0.0000011525342488713806,0.004364735559746506,
0,0,487,883,0.00000570745405663143,0.014277303677437566,
0,0,488,885,6.378396288876547e-7,0.003386151029675854,
0,0,489,892,0.000007809521609248815,0.02039799164629162,
0,0,490,895,0.000010251430339180976,0.025363174887424962,
0,0,491,896,0.0000051696072540438575,0.01156021397072279,
0,0,492,899,1.0529772094523968e-7,0.0016367841510602074,
0,0,493,900,7.441585274749716e-7,0.003969436201808065,
0,0,494,906,0.0000019425120663085825,0.007341309333602464,
0,0,495,908,5.924607466198041e-7,0.00338651328919899,
0,0,496,911,0.0000050570268430571985,0.013494584086416524,
0,0,497,912,1.8308602375910905e-7,0.0019852528006509473,
0,0,498,913,0.000004862603415693288,0.009841377351440675,
0,0,499,914,8.322819499207258e-7,0.0039039831718217246,
0,0,500,922,1.0529921338964127e-7,0.001636800159094847,
0,0,501,925,0.0000014064453328773528,0.006257559289069013,
0,0,502,928,1.0651301838404112e-7,0.0015415232617142912,
0,0,503,931,0.000004708753492123323,0.013051596428245202,
0,0,504,935,1.8072664346257076e-7,0.0019915275423090717,
0,0,505,936,0.0000018026316554047556,0.005404532599741279,
0,0,506,937,0.000001991777570970089,0.006332292366644413,
0,0,507,940,0.000010689940480889764,0.020288158483313688,
0,0,508,946,0.0000013052212545082937,0.004874431066828517,
0,0,509,947,5.3416839227414244e-8,0.0010576190196149224,
0,0,510,954,0.0000065324908484715386,0.01403821210338944,
0,0,511,955,1.0651799698365554e-7,0.0015415615452157297,
0,0,512,956,2.931394347565692e-7,0.002624891413175207,
0,0,513,963,5.243016243967696e-7,0.0030171923220749667,
0,0,514,964,1.7095083790061853e-7,0.0019630803801657963,
