latitude,longitude,objectid,id,nome,geoaprox,classporte,antrop,densidade,secundaria,st_area(shape),st_perimeter(shape),
0,0,191,191, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.000001446684353468945,0.010419582088554508,
0,0,192,192, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.0004200033690725733,0.11537369365129006,
0,0,200,200, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,6.065974693895092e-8,0.001101881467559046,
0,0,215,215, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.00014587626784076492,0.06162367892637809,
0,0,274,274, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.000001195606859750767,0.004754246199839728,
0,0,193,193, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.000020318695484208555,0.04469891054926284,
0,0,194,194, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.0000064939783681444796,0.016134029986296133,
0,0,195,195, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.0000025983568393517412,0.006550522220342011,
0,0,202,202, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.00004740584003724805,0.0552169360281682,
0,0,203,203, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.00016869494054108847,0.1360456759852337,
0,0,216,216, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.000022069598869074253,0.043950500090577375,
0,0,196,196, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.00009795108392980385,0.13438463036937648,
0,0,198,198, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.00011232294106933928,0.10342254503363373,
0,0,199,199, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.00035876830616678944,0.1053662340681013,
0,0,201,201, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.000846055883108718,0.15912324061233182,
0,0,212,212, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.0000018342694472090882,0.00769449599837636,
0,0,241,241, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.000019584886745677643,0.029193187581752395,
0,0,204,204, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.00011035633598941432,0.06525522809336051,
0,0,205,205, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.00007012860573806705,0.054721665781704745,
0,0,206,206, ,0,Arbórea,Desconhecido,Desconhecida,Desconhecido,1.6460624694270842e-7,0.0016287064901149995,
0,0,207,207, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.000005276961928171001,0.014278729570152525,
0,0,245,245, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,3.706268730125969e-7,0.0028759555276091737,
0,0,208,208, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.00010627369919732229,0.06076988242733252,
0,0,209,209, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.000037115840064899316,0.03152014164323184,
0,0,210,210, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.0000621748843935775,0.0345348894720779,
0,0,211,211, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.000013455604166206304,0.017087153632945277,
0,0,368,368, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.0000034069687074913967,0.007495737736006722,
0,0,213,213, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.00006865007837771053,0.08199408267047706,
0,0,214,214, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.000056737693171684517,0.056209348303557095,
0,0,217,217, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.00003579327650296831,0.0353331204877027,
0,0,218,218, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.00005673533093487021,0.04927639345175839,
0,0,219,219, ,0,Arbustiva,Desconhecido,Desconhecida,Desconhecido,0.0000026865137675902004,0.008463251152661649,
