latitude,longitude,OBJECTID,canteirodivisorio,geometriaaproximada,nome,nomeabrev,nrfaixas,operacional,revestimento,situacaofisica,trafego,geom_Length,st_length(shape),
0,0,250,Não,Não,,,null,Sim,Desconhecido,Construída,Permanente,null,0.0032981385125382696,
0,0,251,Não,Não,,,null,Sim,Desconhecido,Construída,Permanente,null,0.0015328945024693059,
0,0,252,Não,Não,,,null,Sim,Desconhecido,Construída,Permanente,null,0.0011622771964343035,
0,0,253,Não,Não,,,null,Sim,Desconhecido,Construída,Permanente,null,0.001212195525748782,
0,0,254,Não,Não,,,null,Sim,Desconhecido,Construída,Permanente,null,0.00270008849725107,
0,0,255,Não,Não,,,null,Sim,Desconhecido,Construída,Permanente,null,0.0014626701282305238,
0,0,256,Não,Não,,,null,Sim,Desconhecido,Construída,Permanente,null,0.0012013714773914906,
0,0,257,Não,Não,,,null,Sim,Desconhecido,Construída,Permanente,null,0.0016002013811465322,
0,0,258,Não,Não,,,null,Sim,Desconhecido,Construída,Permanente,null,0.0015764531023987722,
0,0,259,Não,Não,,,null,Sim,Desconhecido,Construída,Permanente,null,0.0015298295688493124,
0,0,260,Não,Não,,,null,Sim,Desconhecido,Construída,Permanente,null,0.00033551513964250566,
0,0,261,Não,Não,,,null,Sim,Desconhecido,Construída,Permanente,null,0.0016282091815656206,
0,0,262,Não,Não,,,null,Sim,Desconhecido,Construída,Permanente,null,0.0015174709680051662,
0,0,263,Não,Não,,,null,Sim,Desconhecido,Construída,Permanente,null,0.0015151642554788953,
0,0,264,Não,Não,,,null,Sim,Desconhecido,Construída,Permanente,null,0.0014295380956173746,
0,0,265,Não,Não,,,null,Sim,Desconhecido,Construída,Permanente,null,0.0015015639100715886,
0,0,266,Não,Não,,,null,Sim,Desconhecido,Construída,Permanente,null,0.001657189420649806,
0,0,267,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.0014381466349283807,
0,0,268,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.0022676902798324803,
0,0,269,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.0013054781262579818,
0,0,270,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.00039252232375249695,
0,0,271,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.00035327256286025663,
0,0,272,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.0014160961170282835,
0,0,273,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.001458061495513421,
0,0,274,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.001615293709617027,
0,0,275,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.0018012973568208033,
0,0,276,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.0013470944592377198,
0,0,277,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.0012878189486950898,
0,0,278,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.0012676585814799133,
0,0,279,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.0017919896689122248,
0,0,280,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.0018114013436665549,
0,0,281,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.0027777486768929037,
0,0,282,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.0017327897567696452,
0,0,283,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.0014341330329188324,
0,0,284,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.001282365766548276,
0,0,285,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.0013265651393797567,
0,0,286,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.0014452124979456476,
0,0,287,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.0016494885920757783,
0,0,288,Não,Não,,,2,Sim,Calçado,Construída,Permanente,null,0.0014781776595058562,
